income,expenses,total_savings,monthly_savings,membership_duration,loan_amount,duration,num_dependents,expected_return,guarantor_salary,collateral_value,collateral_type,collateral_type_score,has_guarantor,business_type,purpose,borrower_type,default_probability,defaulted
11813,5747,177333,2791,39,175087,35,5,512540,0,288093,equipment,0.5,0,Services,Business Expansion,micro_entrepreneur,0.575,1
10155,5842,12012,1156,31,115668,23,6,239497,0,52131,savings,0.7,0,Retail Trade,Working Capital,small_trader,1.0,1
7628,3551,91370,5970,11,187887,14,4,382384,0,256806,equipment,0.5,0,Wholesale,Equipment Purchase,small_trader,1.0,1
10592,4574,99496,1341,11,200531,10,5,368202,9381,107109,other,0.2,1,Wholesale,Business Expansion,small_trader,1.0,1
37800,15760,79999,17332,35,452681,41,1,875995,54829,1190644,property,1.0,1,Services,Construction Project,professional,1.0,1
10564,4388,32749,7244,34,89972,4,5,167223,6626,99287,other,0.2,1,Wholesale,Equipment Purchase,small_trader,1.0,1
6218,5485,20902,1053,4,55837,8,6,83578,784,0,none,0.0,1,Other,Other,daily_laborer,1.0,1
21559,10660,147365,4157,39,132645,11,3,275717,24779,81562,savings,0.7,1,Retail Trade,Business Expansion,small_trader,1.0,1
8682,3702,123799,4967,31,238809,17,6,258945,0,343972,other,0.2,0,Retail Trade,Business Expansion,small_trader,1.0,1
18112,9783,227638,7785,19,87717,7,4,200170,9428,170521,savings,0.7,1,Retail Trade,Vehicle Purchase,civil_servant,1.0,1
14704,6540,134759,4114,35,295439,4,1,614715,6850,116714,equipment,0.5,1,Retail Trade,Business Expansion,small_trader,1.0,1
12995,6076,135931,8659,45,341087,29,0,1083580,13734,455657,equipment,0.5,1,Technology,Working Capital,micro_entrepreneur,1.0,1
8918,4100,195351,7130,24,253062,28,4,595032,3655,345503,equipment,0.5,1,Retail Trade,Business Expansion,micro_entrepreneur,1.0,1
4211,3469,21667,1376,16,31764,8,4,32575,0,0,none,0.0,0,Services,Medical Emergency,daily_laborer,1.0,1
7247,3035,90788,5426,41,101904,6,3,155950,6558,96190,savings,0.7,1,Retail Trade,Working Capital,small_trader,1.0,1
18610,9079,296842,20332,43,435690,15,2,822768,21703,558543,vehicle,0.8,1,Other,Education,professional,1.0,1
25071,8840,209155,3369,58,85005,18,0,254536,27462,110050,property,1.0,1,Other,Construction Project,civil_servant,0.1395,0
7607,4824,50214,876,33,96278,19,4,79203,3786,45542,livestock,0.4,1,Agriculture,Equipment Purchase,farmer,1.0,1
6862,5651,26090,1223,12,85497,6,5,109120,3043,11408,other,0.2,1,Construction,Medical Emergency,daily_laborer,1.0,1
7969,5490,112506,1740,23,26441,28,3,27583,2819,28633,vehicle,0.8,1,Transport,Vehicle Purchase,transport_worker,0.4155,0
3390,2567,21730,285,13,86230,8,2,81112,0,0,none,0.0,0,Other,Other,daily_laborer,1.0,1
17001,8442,172716,9830,59,104240,35,0,125522,14311,206494,property,1.0,1,Services,Working Capital,civil_servant,0.3095,0
12320,7413,83260,1640,11,170320,22,2,392470,0,62765,equipment,0.5,0,Retail Trade,Working Capital,small_trader,1.0,1
10991,5162,55653,5447,38,173801,10,1,498977,10947,311385,property,1.0,1,Other,Vehicle Purchase,civil_servant,1.0,1
13082,8913,46191,1722,16,183033,9,2,206329,3097,0,none,0.0,1,Construction,Working Capital,construction,1.0,1
11995,6709,93600,3272,14,131306,11,3,168008,0,16013,livestock,0.4,0,Agriculture,Agricultural Input,farmer,1.0,1
27455,16333,178744,1073,33,47177,14,3,134046,12194,93269,equipment,0.5,1,Services,Equipment Purchase,micro_entrepreneur,0.2563,0
8028,3646,39670,1586,21,73918,19,5,70644,0,72864,other,0.2,0,Agriculture,Equipment Purchase,farmer,0.8025,1
20694,10323,265394,6053,14,89818,6,3,161507,20554,117349,savings,0.7,1,Services,Working Capital,civil_servant,1.0,1
6275,4236,13887,804,13,32438,5,4,34244,0,0,none,0.0,0,Other,Working Capital,daily_laborer,1.0,1
30959,12148,207485,6458,54,109824,26,3,190164,35653,216813,savings,0.7,1,Retail Trade,Education,civil_servant,0.0758,1
26207,15358,28299,6710,35,198475,26,1,471818,12598,103309,property,1.0,1,Manufacturing,Working Capital,micro_entrepreneur,1.0,1
7971,5303,93286,3237,12,175851,6,3,245914,0,0,none,0.0,0,Transport,Vehicle Purchase,transport_worker,1.0,1
20763,9490,128353,3030,44,179405,12,5,333491,23895,262460,vehicle,0.8,1,Manufacturing,Equipment Purchase,micro_entrepreneur,1.0,1
23985,11423,33640,4116,18,29844,9,4,54541,16851,20727,savings,0.7,1,Retail Trade,Business Expansion,small_trader,0.1758,0
17215,7746,17773,4892,33,79018,14,6,177995,0,29979,savings,0.7,0,Retail Trade,Business Expansion,small_trader,1.0,1
9192,4298,299825,7335,34,145756,9,3,225437,8472,211117,property,1.0,1,Retail Trade,Education,civil_servant,1.0,1
26434,15488,108678,6346,36,295646,9,4,697372,20658,565299,equipment,0.5,1,Services,Equipment Purchase,micro_entrepreneur,1.0,1
18467,7949,266050,6856,46,68530,12,3,88749,20302,71246,vehicle,0.8,1,Other,Working Capital,civil_servant,0.3732,0
11607,6352,73598,4051,45,295528,19,5,597213,4099,331339,savings,0.7,1,Food & Beverage,Business Expansion,small_trader,1.0,1
4310,2923,28456,842,5,38270,5,6,54724,0,0,none,0.0,0,Other,Other,daily_laborer,1.0,1
11156,5135,42699,1290,13,175553,9,3,274793,0,156513,savings,0.7,0,Retail Trade,Working Capital,small_trader,1.0,1
2690,1916,24682,751,16,79969,5,7,49318,923,0,none,0.0,1,Construction,Working Capital,daily_laborer,1.0,1
4465,2793,28556,967,18,52823,13,3,66716,0,0,none,0.0,0,Construction,Business Expansion,construction,1.0,1
23978,11065,84492,4272,35,39042,7,2,82270,19569,20538,equipment,0.5,1,Food & Beverage,Business Expansion,small_trader,0.3245,1
3465,3025,16392,776,12,95397,4,7,103412,758,0,none,0.0,1,Other,Other,daily_laborer,1.0,1
22919,11551,23410,2420,13,216462,32,4,541660,21929,346962,equipment,0.5,1,Manufacturing,Equipment Purchase,micro_entrepreneur,1.0,1
5123,3087,142771,1457,12,289008,14,1,400694,4731,160622,equipment,0.5,1,Wholesale,Business Expansion,small_trader,1.0,1
13889,6445,36657,5623,6,245649,4,2,387966,8604,110881,equipment,0.5,1,Wholesale,Equipment Purchase,small_trader,1.0,1
5722,4727,3389,597,8,29759,4,2,25782,0,0,none,0.0,0,Construction,Other,daily_laborer,1.0,1
6250,3105,91679,4142,32,154482,16,2,180630,4601,135808,equipment,0.5,1,Food & Beverage,Equipment Purchase,small_trader,1.0,1
10586,5211,32335,7176,6,267074,15,2,556738,7931,391033,savings,0.7,1,Wholesale,Business Expansion,small_trader,1.0,1
13883,7602,152580,8726,18,209668,6,2,615424,7482,492987,savings,0.7,1,Other,Vehicle Purchase,civil_servant,1.0,1
17582,9518,212727,6566,35,60815,8,3,133590,25426,44208,property,1.0,1,Services,Vehicle Purchase,civil_servant,0.4795,0
15845,6924,114483,860,13,182623,18,6,375882,10377,202929,equipment,0.5,1,Food & Beverage,Business Expansion,small_trader,1.0,1
15799,6786,278273,11929,14,311572,17,1,796900,0,432689,property,1.0,0,Retail Trade,Vehicle Purchase,civil_servant,1.0,1
25733,10097,134694,15869,35,439398,16,2,713448,23389,1029792,savings,0.7,1,Services,Education,professional,1.0,1
7759,5997,16370,283,3,78411,10,7,104645,2222,0,none,0.0,1,Construction,Medical Emergency,daily_laborer,1.0,1
6815,3620,19795,4258,23,102647,7,4,161168,6380,0,none,0.0,1,Transport,Working Capital,transport_worker,1.0,1
3629,2492,9462,810,6,58994,3,5,51205,0,15873,other,0.2,0,Services,Medical Emergency,daily_laborer,1.0,1
26380,11695,39304,11680,57,219773,8,3,458331,26153,199212,vehicle,0.8,1,Other,Construction Project,civil_servant,1.0,1
15296,8310,180581,5146,39,81502,19,3,169525,22849,142368,savings,0.7,1,Services,Education,civil_servant,0.4158,0
3364,2353,64244,2925,7,61932,22,4,98718,0,0,none,0.0,0,Agriculture,Agricultural Input,farmer,1.0,1
28760,13853,236851,10382,41,62783,20,0,121395,16278,100343,vehicle,0.8,1,Retail Trade,Education,civil_servant,0.1395,0
10621,6022,34735,4977,43,109650,17,2,212413,5205,71819,other,0.2,1,Retail Trade,Working Capital,small_trader,1.0,1
23842,9950,429323,15904,29,110171,25,0,429904,30385,175488,vehicle,0.8,1,Technology,Vehicle Purchase,professional,0.305,1
2811,2247,24169,933,9,84638,11,3,100833,329,4156,other,0.2,1,Other,Other,daily_laborer,1.0,1
7041,3238,117088,1944,8,80741,22,4,140929,3972,35806,property,1.0,1,Manufacturing,Working Capital,micro_entrepreneur,1.0,1
17718,10962,21583,7388,18,157394,12,5,256630,0,79471,savings,0.7,0,Retail Trade,Working Capital,small_trader,1.0,1
12022,7408,92837,1963,32,245221,17,5,245497,0,78974,savings,0.7,0,Transport,Vehicle Purchase,transport_worker,1.0,1
14307,5127,34825,11871,32,172200,26,1,501089,8432,424414,savings,0.7,1,Other,Vehicle Purchase,civil_servant,1.0,1
56527,19636,292822,6496,35,117585,45,2,427485,0,273633,savings,0.7,0,Technology,Education,professional,0.1562,0
7958,4388,69557,615,23,156686,20,3,294084,0,0,none,0.0,0,Agriculture,Working Capital,farmer,1.0,1
23037,10532,90454,7345,17,283468,24,3,588991,21599,338226,equipment,0.5,1,Manufacturing,Business Expansion,micro_entrepreneur,1.0,1
9016,4155,38105,1142,25,98211,14,4,191238,4598,93838,equipment,0.5,1,Agriculture,Equipment Purchase,farmer,1.0,1
29506,16806,70829,8628,38,121551,18,1,187713,18906,222794,vehicle,0.8,1,Services,Business Expansion,micro_entrepreneur,0.32,0
25234,12531,212553,2953,39,240709,32,1,449806,28591,599669,property,1.0,1,Retail Trade,Education,civil_servant,0.3095,0
13153,5988,21891,1237,37,128353,29,2,294774,13701,76310,vehicle,0.8,1,Services,Business Expansion,micro_entrepreneur,1.0,1
28810,12546,85678,9897,28,350121,33,4,442207,26255,348989,savings,0.7,1,Retail Trade,Vehicle Purchase,civil_servant,1.0,1
23937,9461,133744,6226,39,310959,8,4,380040,12624,482491,property,1.0,1,Retail Trade,Education,civil_servant,1.0,1
12022,5879,231399,11810,22,335298,21,1,476216,8846,315590,vehicle,0.8,1,Other,Education,civil_servant,1.0,1
24093,7944,208828,10415,48,382999,40,2,1128229,18698,385694,property,1.0,1,Services,Business Expansion,professional,0.4112,0
18580,9831,85165,6831,32,36705,29,0,75379,20966,36945,savings,0.7,1,Services,Vehicle Purchase,civil_servant,0.1395,0
55150,24266,116907,22092,26,390557,30,3,1495450,0,316433,savings,0.7,0,Other,Vehicle Purchase,professional,1.0,1
8899,5120,8902,4672,24,208099,16,4,342860,4250,0,none,0.0,1,Transport,Vehicle Purchase,transport_worker,1.0,1
34303,17817,36370,10934,49,318739,19,1,556278,24980,543954,savings,0.7,1,Services,Construction Project,civil_servant,1.0,1
8858,4072,174294,5237,54,77636,15,1,106060,10521,63192,savings,0.7,1,Services,Working Capital,civil_servant,1.0,1
5808,3467,59215,2576,22,103440,16,6,96359,0,41698,livestock,0.4,0,Agriculture,Equipment Purchase,farmer,1.0,1
18916,8240,223751,8770,59,77505,9,3,173696,10960,177361,property,1.0,1,Other,Working Capital,civil_servant,0.4582,1
29186,13947,247362,10983,41,392771,24,3,863573,35793,600145,property,1.0,1,Other,Education,civil_servant,1.0,1
13036,8571,95832,3581,12,13853,14,5,15076,7192,3612,equipment,0.5,1,Agriculture,Working Capital,farmer,0.25,0
13571,8736,33232,1414,30,102483,16,1,142029,0,0,none,0.0,0,Transport,Vehicle Purchase,transport_worker,1.0,1
5853,4470,17058,271,14,79488,3,4,45210,0,18896,other,0.2,0,Other,Working Capital,daily_laborer,1.0,1
2174,1696,14662,529,15,76185,10,3,90843,0,0,none,0.0,0,Other,Working Capital,daily_laborer,1.0,1
18079,10027,53378,1417,9,278502,17,1,427524,19019,302195,savings,0.7,1,Food & Beverage,Business Expansion,small_trader,1.0,1
9012,5216,54093,3006,12,93913,11,5,141288,5014,48530,savings,0.7,1,Wholesale,Working Capital,small_trader,1.0,1
11860,6103,102568,7697,38,76530,23,5,117804,12753,103160,equipment,0.5,1,Technology,Business Expansion,micro_entrepreneur,0.32,0
7972,5346,73936,5305,29,174961,20,1,327575,5515,60112,savings,0.7,1,Transport,Working Capital,transport_worker,1.0,1
21528,9857,214670,7966,57,379373,32,3,1002192,23107,537384,property,1.0,1,Other,Construction Project,civil_servant,1.0,1
14763,10104,12002,4716,25,31404,19,3,53120,12750,14513,vehicle,0.8,1,Transport,Vehicle Purchase,transport_worker,0.458,1
42354,19196,382969,17560,51,564054,31,0,1895063,36649,1315808,vehicle,0.8,1,Services,Vehicle Purchase,professional,0.475,1
20042,7756,176313,10665,47,328427,25,3,896130,19830,619528,vehicle,0.8,1,Services,Working Capital,civil_servant,1.0,1
8930,4169,28377,7693,36,43990,22,0,144649,0,53306,equipment,0.5,0,Manufacturing,Working Capital,micro_entrepreneur,0.4688,1
3346,2965,1399,864,2,32207,3,8,35140,0,0,none,0.0,0,Construction,Other,daily_laborer,1.0,1
21343,8610,135401,1008,16,29068,10,4,63803,19954,16547,equipment,0.5,1,Retail Trade,Working Capital,small_trader,0.1758,0
6790,3452,59811,4516,18,212614,21,2,274160,5802,239847,other,0.2,1,Wholesale,Business Expansion,small_trader,1.0,1
13943,6627,101342,1902,21,148243,19,2,276534,0,205152,equipment,0.5,0,Manufacturing,Working Capital,micro_entrepreneur,1.0,1
29048,13047,143058,20148,50,666608,29,0,1166103,40598,744702,savings,0.7,1,Services,Education,professional,1.0,1
12038,6157,104032,3204,16,196693,3,5,348350,10457,187993,equipment,0.5,1,Food & Beverage,Working Capital,small_trader,1.0,1
16691,9298,175498,1388,30,302381,17,1,922429,6724,393169,property,1.0,1,Manufacturing,Equipment Purchase,micro_entrepreneur,1.0,1
6799,4210,50983,4897,32,78223,6,7,148113,0,33728,other,0.2,0,Agriculture,Equipment Purchase,farmer,1.0,1
2180,1945,20025,821,5,67519,6,6,79846,1010,0,none,0.0,1,Services,Other,daily_laborer,1.0,1
19588,10576,60260,6620,22,242870,9,1,582635,19850,173591,savings,0.7,1,Wholesale,Business Expansion,small_trader,1.0,1
12097,6088,104615,5538,8,130672,6,1,292829,8192,150552,equipment,0.5,1,Food & Beverage,Working Capital,small_trader,1.0,1
9561,5199,268622,11241,59,94341,17,3,231403,12580,164707,savings,0.7,1,Services,Construction Project,civil_servant,1.0,1
25595,12671,95281,1746,12,177824,21,1,482636,17128,129627,vehicle,0.8,1,Manufacturing,Business Expansion,micro_entrepreneur,0.575,0
33206,16944,212049,1560,34,241330,15,1,707117,0,498944,property,1.0,0,Other,Vehicle Purchase,civil_servant,0.5645,1
15169,6950,128346,6035,47,63593,7,2,139192,5460,74767,equipment,0.5,1,Food & Beverage,Equipment Purchase,small_trader,1.0,1
9735,4098,117802,5337,47,116406,4,5,207505,9769,87767,savings,0.7,1,Wholesale,Business Expansion,small_trader,1.0,1
14095,6739,14014,1865,17,50717,16,4,42653,9672,5403,equipment,0.5,1,Agriculture,Equipment Purchase,farmer,1.0,1
20132,9405,198691,2253,44,119514,27,4,316368,20538,278895,property,1.0,1,Retail Trade,Education,civil_servant,0.2458,0
31689,15785,218194,8876,29,138628,30,4,382714,0,70751,savings,0.7,0,Services,Education,civil_servant,0.2245,0
53114,19417,365875,3992,30,307422,41,3,815345,65315,491618,savings,0.7,1,Services,Education,professional,0.135,0
41240,12690,272859,6271,35,156019,27,0,319820,60993,147392,vehicle,0.8,1,Other,Education,professional,0.135,0
21314,11708,65108,4208,41,115201,21,1,249432,0,72455,other,0.2,0,Food & Beverage,Working Capital,small_trader,0.4732,0
6526,5406,26336,1429,1,97653,10,4,130568,0,20021,other,0.2,0,Services,Working Capital,daily_laborer,1.0,1
12547,5944,24626,3168,35,52708,13,5,136118,5557,59458,equipment,0.5,1,Technology,Equipment Purchase,micro_entrepreneur,0.66,1
14439,8248,97509,338,32,186912,23,2,188041,0,155072,equipment,0.5,0,Agriculture,Equipment Purchase,farmer,1.0,1
10346,4931,228694,10405,17,354284,25,3,1005855,8647,446179,vehicle,0.8,1,Other,Construction Project,civil_servant,1.0,1
19983,7213,66138,6275,45,325037,28,0,1041857,15247,366361,vehicle,0.8,1,Other,Construction Project,professional,1.0,1
8864,3657,97703,2868,17,112959,16,6,241577,0,87372,other,0.2,0,Wholesale,Equipment Purchase,small_trader,1.0,1
27781,8479,448574,22492,22,172154,31,2,670342,32125,418186,property,1.0,1,Technology,Construction Project,professional,0.0925,0
7187,4192,138112,6550,33,121287,18,4,239425,3001,142910,vehicle,0.8,1,Manufacturing,Business Expansion,micro_entrepreneur,1.0,1
10539,7469,18321,888,16,175976,16,4,224904,7271,103264,other,0.2,1,Construction,Equipment Purchase,construction,1.0,1
6534,5410,7278,948,9,10777,5,8,6461,0,0,none,0.0,0,Services,Medical Emergency,daily_laborer,1.0,1
18529,10164,94441,5714,30,140137,8,5,187700,9449,153221,equipment,0.5,1,Wholesale,Working Capital,small_trader,1.0,1
31347,16067,299923,11964,38,314525,34,4,517464,19722,330082,vehicle,0.8,1,Retail Trade,Working Capital,civil_servant,0.5432,0
12435,8336,84676,3036,13,135634,18,2,179993,0,114237,livestock,0.4,0,Agriculture,Equipment Purchase,farmer,1.0,1
6279,5290,19416,432,15,74551,9,8,97104,0,0,none,0.0,0,Other,Medical Emergency,daily_laborer,1.0,1
17143,10402,63061,2040,9,151764,14,2,157179,5027,38002,equipment,0.5,1,Construction,Working Capital,construction,1.0,1
12841,6619,29366,2265,17,156605,26,1,158967,7736,129489,savings,0.7,1,Transport,Working Capital,transport_worker,1.0,1
7800,4557,163495,2255,39,228400,18,1,728916,6965,112082,property,1.0,1,Retail Trade,Business Expansion,micro_entrepreneur,1.0,1
33728,18328,136054,10469,49,144699,12,2,377147,0,295656,savings,0.7,0,Retail Trade,Education,civil_servant,0.5645,1
27532,14201,58304,4706,36,60564,14,0,136339,0,44328,equipment,0.5,0,Services,Business Expansion,micro_entrepreneur,0.4688,1
15869,6636,120618,2368,34,244899,14,5,488032,16312,162962,savings,0.7,1,Food & Beverage,Equipment Purchase,small_trader,1.0,1
8142,5142,53455,3223,17,155959,13,4,221651,0,112160,other,0.2,0,Agriculture,Equipment Purchase,farmer,1.0,1
9848,5388,186943,2382,15,165921,30,1,308382,8686,197823,property,1.0,1,Services,Equipment Purchase,micro_entrepreneur,1.0,1
5805,5018,8591,1070,7,44342,5,6,38178,0,2136,other,0.2,0,Other,Medical Emergency,daily_laborer,1.0,1
14172,8586,37646,1023,13,58527,17,7,50211,7937,49834,other,0.2,1,Agriculture,Agricultural Input,farmer,0.7175,1
13550,5964,108048,6263,10,161719,20,6,286287,0,151226,savings,0.7,0,Wholesale,Equipment Purchase,small_trader,1.0,1
19523,9136,113414,4211,39,271391,33,0,835891,0,143849,vehicle,0.8,0,Technology,Business Expansion,micro_entrepreneur,0.7025,1
14151,7441,87073,3973,33,56692,16,3,101417,7625,50320,livestock,0.4,1,Agriculture,Equipment Purchase,farmer,0.335,0
16226,5941,138804,3322,45,158056,35,3,423663,22100,232994,vehicle,0.8,1,Retail Trade,Education,civil_servant,0.3732,0
23293,12191,73500,1073,36,167859,7,1,264391,0,208827,equipment,0.5,0,Wholesale,Equipment Purchase,small_trader,1.0,1
4147,3526,11114,1161,1,57360,11,8,44841,0,0,none,0.0,0,Other,Other,daily_laborer,1.0,1
9450,4995,70490,1517,5,28277,25,3,38402,0,0,none,0.0,0,Transport,Equipment Purchase,transport_worker,1.0,1
4716,3133,34341,3396,22,99633,14,6,90200,0,96460,livestock,0.4,0,Agriculture,Equipment Purchase,farmer,1.0,1
6763,5999,26841,550,7,81798,8,5,116696,0,0,none,0.0,0,Construction,Medical Emergency,daily_laborer,1.0,1
10163,5375,177849,10081,33,268123,21,3,361143,7592,391072,property,1.0,1,Other,Vehicle Purchase,civil_servant,1.0,1
20238,9815,189132,6299,20,171145,30,0,332746,13841,116549,equipment,0.5,1,Manufacturing,Business Expansion,micro_entrepreneur,0.3412,1
8507,4340,42174,347,22,162386,5,2,289229,5034,0,none,0.0,1,Construction,Working Capital,construction,1.0,1
6559,4609,28628,1197,4,58052,4,4,67318,2378,10585,other,0.2,1,Services,Other,daily_laborer,1.0,1
28732,15494,136708,1575,14,122809,22,4,246444,18116,187773,equipment,0.5,1,Technology,Working Capital,micro_entrepreneur,0.3412,1
5811,3651,126619,2942,39,28739,23,4,41812,2090,42164,equipment,0.5,1,Wholesale,Working Capital,small_trader,0.4308,0
20698,11315,137682,10072,50,85765,21,3,235428,14907,130721,savings,0.7,1,Other,Education,civil_servant,0.3095,0
24627,13727,68262,1999,47,249837,8,1,271057,20260,148015,savings,0.7,1,Retail Trade,Working Capital,small_trader,1.0,1
6701,3599,63197,5171,22,87283,4,2,99936,7964,81892,other,0.2,1,Wholesale,Equipment Purchase,small_trader,1.0,1
5729,2582,33833,810,20,138654,21,6,267089,1187,0,none,0.0,1,Agriculture,Agricultural Input,farmer,1.0,1
55806,25552,370547,8173,42,532455,26,1,1722529,0,849132,savings,0.7,0,Services,Education,professional,0.6237,1
7406,6437,2357,525,8,21365,9,3,18088,0,3301,other,0.2,0,Other,Medical Emergency,daily_laborer,1.0,1
6655,3898,6945,2752,25,54517,16,5,88549,0,0,none,0.0,0,Agriculture,Agricultural Input,farmer,1.0,1
11091,5778,194193,7946,43,133457,35,0,189047,0,81867,equipment,0.5,0,Manufacturing,Working Capital,micro_entrepreneur,0.6387,1
18363,8102,129644,2770,32,307935,8,0,566165,0,551878,vehicle,0.8,0,Retail Trade,Vehicle Purchase,civil_servant,1.0,1
27167,13737,28940,9625,25,227558,25,3,398582,0,406549,property,1.0,0,Technology,Business Expansion,micro_entrepreneur,1.0,1
54924,24889,138623,16650,50,717192,28,3,1986353,81349,673510,savings,0.7,1,Other,Business Expansion,professional,1.0,1
18643,11884,29192,6083,32,183409,11,3,195857,5847,260049,other,0.2,1,Food & Beverage,Working Capital,small_trader,1.0,1
13875,6529,21333,7111,36,104409,15,2,243832,4210,123778,other,0.2,1,Food & Beverage,Equipment Purchase,small_trader,1.0,1
3174,2472,27396,160,14,59384,6,7,87046,499,13832,other,0.2,1,Other,Medical Emergency,daily_laborer,1.0,1
17513,10203,9600,4528,23,99159,12,1,192509,6302,0,none,0.0,1,Transport,Working Capital,transport_worker,1.0,1
15157,8065,123484,6095,33,51748,18,4,121149,0,66484,equipment,0.5,0,Wholesale,Working Capital,small_trader,0.4095,1
7769,5066,103287,1913,17,134670,18,4,140272,0,129101,savings,0.7,0,Transport,Equipment Purchase,transport_worker,1.0,1
17047,9119,42636,5222,41,30031,14,0,66505,19073,41250,property,1.0,1,Retail Trade,Working Capital,micro_entrepreneur,0.15,0
34502,14455,399752,19200,58,136162,32,2,507236,51069,357789,savings,0.7,1,Technology,Business Expansion,professional,0.0713,0
29303,16168,16863,5329,24,59682,33,4,107796,12565,43819,vehicle,0.8,1,Technology,Business Expansion,micro_entrepreneur,1.0,1
11087,6550,24281,3078,10,94207,9,5,161053,0,47959,other,0.2,0,Construction,Business Expansion,construction,1.0,1
17803,7654,77693,5735,38,25614,21,4,56808,0,28258,equipment,0.5,0,Retail Trade,Business Expansion,small_trader,0.2395,0
25825,10484,287813,9247,38,256336,18,1,471850,13284,175230,savings,0.7,1,Other,Working Capital,civil_servant,1.0,1
8360,4085,65997,1213,30,267616,6,4,534458,7783,268246,equipment,0.5,1,Food & Beverage,Working Capital,small_trader,1.0,1
50461,22516,156946,12587,19,81451,14,3,322655,45499,195389,vehicle,0.8,1,Services,Construction Project,professional,0.0925,1
12753,5542,113343,6970,45,157861,17,6,256908,14577,60323,savings,0.7,1,Wholesale,Working Capital,small_trader,1.0,1
19155,9385,20741,3869,24,207227,9,5,478120,22622,195977,savings,0.7,1,Food & Beverage,Business Expansion,small_trader,1.0,1
22343,12696,16575,4877,38,58220,7,6,59977,0,48679,other,0.2,0,Food & Beverage,Business Expansion,small_trader,1.0,1
14881,7418,50691,10662,51,109942,30,3,257043,11480,125028,property,1.0,1,Services,Working Capital,civil_servant,0.437,1
15293,8967,194363,2562,16,195830,8,2,505229,10671,378751,property,1.0,1,Technology,Working Capital,micro_entrepreneur,1.0,1
17259,8042,457833,5470,33,748912,17,1,1693055,10918,1432431,vehicle,0.8,1,Other,Education,professional,1.0,1
10461,6647,114163,4011,28,192863,13,1,203479,8187,209310,vehicle,0.8,1,Transport,Working Capital,transport_worker,1.0,1
3749,2737,1439,1121,13,67164,10,8,70955,0,0,none,0.0,0,Services,Medical Emergency,daily_laborer,1.0,1
18066,8175,141518,2225,32,66035,18,2,148112,10753,84667,property,1.0,1,Services,Education,civil_servant,0.3095,1
18046,10943,54025,3811,24,29840,29,2,31676,0,35373,savings,0.7,0,Transport,Vehicle Purchase,transport_worker,0.3093,0
17484,10267,67388,1478,16,196964,16,1,256493,7293,19845,other,0.2,1,Construction,Equipment Purchase,construction,1.0,1
12113,8134,74258,4660,15,105609,6,2,114918,4313,81774,equipment,0.5,1,Agriculture,Working Capital,farmer,1.0,1
9433,6165,9415,1694,6,199452,24,5,200345,7484,0,none,0.0,1,Transport,Working Capital,transport_worker,1.0,1
30447,14303,61031,2485,55,277604,30,4,618832,28328,380093,savings,0.7,1,Other,Construction Project,civil_servant,1.0,1
39655,17506,172347,23645,43,85354,16,0,180301,26967,136222,vehicle,0.8,1,Services,Vehicle Purchase,professional,0.135,1
2156,1697,18253,390,4,31240,9,6,42041,1002,0,none,0.0,1,Other,Other,daily_laborer,1.0,1
9366,5460,150007,2482,30,126613,11,5,276997,5178,196304,property,1.0,1,Technology,Working Capital,micro_entrepreneur,1.0,1
7583,5226,36347,4822,33,61372,20,7,67705,3883,0,none,0.0,1,Agriculture,Working Capital,farmer,1.0,1
10410,7238,37086,3604,12,59628,15,3,59696,2305,7263,other,0.2,1,Agriculture,Agricultural Input,farmer,1.0,1
46205,15541,94106,19657,54,587532,41,3,1079231,0,1156984,property,1.0,0,Technology,Education,professional,1.0,1
16432,6763,97354,5307,43,161583,4,2,320490,9078,100895,savings,0.7,1,Wholesale,Equipment Purchase,small_trader,1.0,1
12792,8322,51207,1702,25,64748,10,6,54931,2610,6580,livestock,0.4,1,Agriculture,Agricultural Input,farmer,1.0,1
17722,9311,129922,1031,45,142471,17,1,303738,0,218681,equipment,0.5,0,Manufacturing,Equipment Purchase,micro_entrepreneur,0.6387,0
7257,4008,124880,2853,16,240353,4,3,422712,6935,299781,savings,0.7,1,Wholesale,Business Expansion,small_trader,1.0,1
6286,3142,27026,4050,22,11096,13,4,10394,0,5698,equipment,0.5,0,Agriculture,Working Capital,farmer,0.3987,1
10765,7407,10062,1103,12,126784,8,2,94520,3653,59243,other,0.2,1,Construction,Equipment Purchase,construction,1.0,1
7746,5780,4000,749,12,6150,5,4,5926,2840,1160,other,0.2,1,Construction,Working Capital,daily_laborer,0.74,1
28711,13543,47802,8764,23,26421,14,3,80805,14340,51487,vehicle,0.8,1,Retail Trade,Equipment Purchase,micro_entrepreneur,0.1075,1
25302,9948,197288,8327,19,52699,29,2,68756,0,91643,property,1.0,0,Other,Working Capital,civil_servant,0.2458,0
18271,10768,176744,2210,14,141233,14,3,464106,0,125046,property,1.0,0,Services,Equipment Purchase,micro_entrepreneur,1.0,1
17430,12851,5841,1045,23,106172,11,1,178769,5138,0,none,0.0,1,Construction,Working Capital,construction,1.0,1
26559,14316,110830,7690,40,247973,19,2,743339,27460,291355,property,1.0,1,Services,Working Capital,micro_entrepreneur,1.0,1
11701,5348,88104,1627,23,391073,30,4,812703,12262,586088,vehicle,0.8,1,Other,Working Capital,civil_servant,1.0,1
